car_type,dev_id,time,cum_mileage,kWh_per_km,avg_temp,avg_speed
EV6,M2210704047,2021-11-20 16:33:01,1748.0,0.2,21.13,33.35
EV6,M2210704047,2021-11-20 22:00:04,1777.0,0.2,15.91,53.13
EV6,M2210704047,2021-11-21 13:40:45,1795.0,0.2667,20.24,31.29
EV6,M2210704047,2021-11-21 16:38:36,1816.0,0.2762,18.06,37.78
EV6,M2210704047,2021-11-25 12:14:03,1858.0,0.27,18.95,38.9
EV6,M2210704047,2021-11-25 19:54:09,1897.0,0.2294,13.64,30.28
EV6,M2210704047,2021-11-27 13:56:57,2044.0,0.203,15.65,43.2
EV6,M2210704047,2021-11-27 23:07:35,2178.0,0.21,9.72,80.37
EV6,M2210704047,2021-12-02 11:02:28,2233.0,0.22,15.69,32.42
EV6,M2210704047,2021-12-02 14:19:21,2268.0,0.2171,14.07,40.1
EV6,M2210704047,2021-12-03 10:30:08,2293.0,0.216,15.85,26.93
EV6,M2210704047,2021-12-04 13:21:34,2307.0,0.3083,17.91,32.7
EV6,M2210704047,2021-12-04 18:31:03,2321.0,0.3071,10.59,14.65
EV6,M2210704047,2021-12-05 13:26:00,2372.0,0.272,15.92,34.4
EV6,M2210704049,2021-12-01 07:11:51,162.0,0.2463,12.01,81.47
EV6,M2210704049,2021-12-01 11:36:28,282.0,0.2008,16.18,62.28
EV6,M2210704049,2021-12-01 14:52:02,310.0,0.2536,12.58,59.26
EV6,M2210704049,2021-12-02 10:52:55,355.0,0.2737,9.51,62.13
EV6,M2210704049,2021-12-02 13:06:06,404.0,0.2511,9.59,65.03
EV6,M2210704049,2021-12-02 17:25:19,449.0,0.2556,10.66,16.41
EV6,M2210704049,2021-12-03 15:04:16,487.0,0.2571,20.69,39.01
EV6,M2210704049,2021-12-03 17:45:10,511.0,0.27,14.9,39.82
EV6,M2210704049,2021-12-04 11:16:14,590.0,0.2453,10.28,46.12
EV6,M2210704049,2021-12-04 14:04:41,658.0,0.2353,9.26,40.58
EV6,M2210704049,2021-12-05 17:53:50,680.0,0.2389,18.27,55.34
EV6,M2210704049,2021-12-06 07:22:50,735.0,0.2541,9.7,55.02
EV6,M2210704049,2021-12-06 16:19:16,782.0,0.2342,11.9,63.9
EV6,M2210704049,2021-12-07 07:29:28,932.0,0.2369,8.97,87.3
EV6,M2210704049,2021-12-07 11:42:06,1052.0,0.195,20.28,64.27
EV6,M2210704049,2021-12-07 16:20:16,1091.0,0.2538,16.4,54.59
EV6,M2210704049,2021-12-07 17:36:17,1103.0,0.2583,16.1,19.25
EV6,M2210704052,2021-11-25 06:20:12,199.0,0.286,13.91,27.62
EV6,M2210704052,2021-11-26 20:48:45,222.0,0.2917,7.54,17.84
EV6,M2210704052,2021-11-27 05:04:06,253.0,0.3032,7.17,28.45
EV6,M2210704052,2021-11-28 02:10:16,359.0,0.2439,8.32,32.81
EV6,M2210704052,2021-11-28 03:54:21,383.0,0.275,26.15,26.57
EV6,M2210704052,2021-11-28 16:08:48,406.0,0.2864,10.59,16.25
EV6,M2210704052,2021-11-28 19:06:42,426.0,0.25,12.29,25.89
EV6,M2210704052,2021-11-30 01:33:07,450.0,0.3571,11.24,17.61
EV6,M2210704052,2021-12-05 21:59:43,497.0,0.3471,7.27,23.46
EV6,M2210704052,2021-12-06 12:26:59,582.0,0.25,10.6,67.97
EV6,M2210704052,2021-12-06 18:02:11,648.0,0.2356,10.6,87.9
EV6,M2210704052,2021-12-06 20:49:47,710.0,0.223,10.82,49.76
EV6,M2210704052,2021-12-08 04:10:29,864.0,0.2909,14.95,31.14
EV6,M2210704052,2021-12-08 05:47:17,882.0,0.3056,26.48,19.22
EV6,M2210704053,2021-11-30 13:39:42,86.0,0.2705,17.15,39.84
EV6,M2210704053,2021-11-30 16:23:59,117.0,0.2194,13.15,19.84
EV6,M2210704053,2021-12-01 00:58:50,135.0,0.3714,6.84,24.34
EV6,M2210704053,2021-12-01 08:29:39,161.0,0.212,10.43,31.35
EV6,M2210704053,2021-12-01 13:34:21,186.0,0.2125,19.5,36.77
EV6,M2210704053,2021-12-02 08:07:44,208.0,0.2286,13.29,28.72
EV6,M2210704053,2021-12-02 19:03:19,233.0,0.256,4.9,17.84
EV6,M2210704053,2021-12-03 08:41:45,262.0,0.187,12.93,21.09
EV6,M2210704053,2021-12-03 12:56:33,326.0,0.2188,9.15,66.55
EV6,M2210704053,2021-12-03 19:57:29,433.0,0.2784,8.49,26.42
EV6,M2210704053,2021-12-04 10:18:51,495.0,0.2726,13.64,37.5
EV6,M2210704053,2021-12-04 19:15:52,618.0,0.2426,8.74,47.51
EV6,M2210704053,2021-12-05 10:38:59,633.0,0.2786,0.0,29.25
EV6,M2210704053,2021-12-05 12:18:38,657.0,0.2417,1.86,77.21
EV6,M2210704053,2021-12-06 08:12:25,712.0,0.25,13.28,33.98
EV6,M2210704053,2021-12-06 18:43:40,814.0,0.1941,11.42,30.27
EV6,M2210704053,2021-12-07 09:04:21,841.0,0.237,11.85,21.57
EV6,M2210704053,2021-12-07 11:26:53,859.0,0.2722,12.61,17.94
EV6,M2210704053,2021-12-07 13:38:06,890.0,0.1968,13.34,40.41
EV6,M2210704053,2021-12-07 17:32:36,916.0,0.2182,12.85,27.01
EV6,M2210704053,2021-12-08 08:18:45,938.0,0.2636,12.08,34.57
EV6,M2210704053,2021-12-08 19:17:33,961.0,0.2609,8.67,29.14
EV6,M2210704058,2021-11-19 14:04:44,34.0,0.1917,16.62,20.35
EV6,M2210704058,2021-11-21 15:01:05,70.0,0.2455,12.05,21.87
EV6,M2210704058,2021-11-21 17:53:02,119.0,0.2878,13.77,31.1
EV6,M2210704058,2021-11-22 08:58:21,150.0,0.2842,8.16,38.41
EV6,M2210704058,2021-11-25 16:50:13,169.0,0.23,11.0,41.38
EV6,M2210704058,2021-11-25 20:53:23,190.0,0.2647,9.21,42.8
EV6,M2210704058,2021-11-26 13:08:20,244.0,0.2761,7.17,24.39
EV6,M2210704058,2021-11-26 20:34:11,286.0,0.2778,7.32,57.32
EV6,M2210704058,2021-11-28 17:30:26,315.0,0.2148,6.86,45.98
EV6,M2210704058,2021-11-28 20:27:48,356.0,0.2561,6.9,42.39
EV6,M2210704058,2021-11-29 17:59:39,379.0,0.2,9.95,45.46
EV6,M2210704058,2021-11-29 23:29:37,391.0,0.31,7.88,51.36
EV6,M2210704058,2021-11-30 11:53:30,434.0,0.2512,7.78,36.5
EV6,M2210704058,2021-11-30 19:30:21,494.0,0.2547,7.88,31.94
EV6,M2210704058,2021-12-01 08:33:40,538.0,0.28,3.3,47.51
EV6,M2210704058,2021-12-01 16:18:05,574.0,0.2267,5.98,57.42
EV6,M2210704058,2021-12-02 11:28:58,610.0,0.2593,1.95,52.51
EV6,M2210704058,2021-12-03 11:58:47,636.0,0.2269,6.74,33.39
EV6,M2210704058,2021-12-04 18:41:27,709.0,0.2591,6.43,27.82
EV6,M2210704058,2021-12-04 20:43:01,741.0,0.25,4.69,42.79
EV6,M2210704058,2021-12-06 09:02:08,787.0,0.2455,2.9,36.97
EV6,M2210704058,2021-12-06 16:54:45,812.0,0.15,7.65,36.89
EV6,M2210704058,2021-12-06 19:06:28,827.0,0.2133,7.23,29.59
EV6,M2210704058,2021-12-07 11:57:55,904.0,0.274,5.99,38.28
EV6,M2210704058,2021-12-07 17:56:00,953.0,0.2,11.09,44.75
EV6,M2210704059,2021-11-20 19:31:39,1547.0,0.2789,14.03,11.83
EV6,M2210704059,2021-11-20 20:58:53,1571.0,0.2792,15.19,41.66
EV6,M2210704059,2021-11-23 15:37:08,1679.0,0.2907,6.47,39.21
EV6,M2210704059,2021-11-25 17:43:51,1714.0,0.3421,9.11,9.75
EV6,M2210704059,2021-11-26 11:52:22,1732.0,0.3937,4.84,12.14
EV6,M2210704059,2021-11-27 12:17:00,1777.0,0.3281,5.24,23.79
EV6,M2210704059,2021-11-27 16:59:51,1810.0,0.2788,9.13,18.57
EV6,M2210704059,2021-11-28 14:01:05,1883.0,0.3944,11.03,35.83
EV6,M2210704059,2021-11-28 19:04:42,1906.0,0.3304,13.39,39.04
EV6,M2210704059,2021-11-28 20:40:19,1950.0,0.3295,14.1,42.56
EV6,M2210704059,2021-11-30 14:56:37,1981.0,0.2636,23.62,32.17
EV6,M2210704059,2021-11-30 17:18:11,2013.0,0.2625,16.76,26.72
EV6,M2210704059,2021-11-30 21:19:00,2072.0,0.2847,12.33,22.86
EV6,M2210704059,2021-12-03 14:05:08,2125.0,0.3485,5.86,32.09
EV6,M2210704059,2021-12-04 17:31:50,2184.0,0.2818,7.52,13.74
EV6,M2210704059,2021-12-06 12:18:20,2204.0,0.52,2.26,8.66
EV6,M2210704059,2021-12-06 17:17:39,2236.0,0.2645,7.65,27.04
EV6,M2210704059,2021-12-06 20:16:06,2261.0,0.304,10.09,28.38
EV6,M2210704060,2021-11-18 23:35:33,493.0,0.2062,19.46,28.79
EV6,M2210704060,2021-11-24 06:35:34,509.0,0.225,19.01,32.32
EV6,M2210704060,2021-11-24 11:26:08,525.0,0.25,15.75,22.14
EV6,M2210704060,2021-11-28 07:23:44,541.0,0.2938,18.2,30.62
EV6,M2210704060,2021-11-29 00:18:48,556.0,0.2533,14.32,24.87
EV6,M2210704060,2021-11-29 13:45:27,581.0,0.2625,17.43,14.71
EV6,M2210704060,2021-11-29 22:48:21,597.0,0.2563,17.52,26.29
EV6,M2210704060,2021-11-30 08:27:06,613.0,0.2437,17.21,19.99
EV6,M2210704060,2021-11-30 23:14:14,629.0,0.2562,13.21,25.25
EV6,M2210704060,2021-12-01 10:33:15,644.0,0.2615,17.0,15.93
EV6,M2210704060,2021-12-01 14:31:58,680.0,0.2,9.08,54.66
EV6,M2210704060,2021-12-01 15:56:39,705.0,0.228,7.98,28.99
EV6,M2210704060,2021-12-02 00:01:57,770.0,0.2092,8.16,65.16
EV6,M2210704060,2021-12-05 16:47:58,787.0,0.3294,16.48,13.98
EV6,M2210704060,2021-12-06 06:31:30,811.0,0.2588,13.98,28.32
EV6,M2210704060,2021-12-06 11:52:31,918.0,0.2019,12.44,61.31
EV6,M2210704060,2021-12-06 15:50:32,1029.0,0.2162,14.25,67.01
EV6,M2210704060,2021-12-07 20:45:14,1041.0,0.3,13.12,23.62
EV6,M2210704065,2021-11-18 20:05:01,1421.0,0.1845,19.54,33.12
EV6,M2210704065,2021-11-19 08:13:47,1447.0,0.1808,15.68,26.71
EV6,M2210704065,2021-11-19 11:52:02,1500.0,0.2283,17.72,49.79
EV6,M2210704065,2021-11-19 16:00:07,1573.0,0.1736,23.92,34.23
EV6,M2210704065,2021-11-22 07:05:36,1611.0,0.1769,13.81,28.78
EV6,M2210704065,2021-11-22 13:48:38,1642.0,0.1786,12.32,26.14
EV6,M2210704065,2021-11-23 11:57:01,1664.0,0.2227,10.86,19.33
EV6,M2210704065,2021-11-23 14:13:49,1693.0,0.2414,8.05,26.18
EV6,M2210704065,2021-11-23 16:17:37,1716.0,0.2783,6.99,20.48
EV6,M2210704065,2021-11-24 08:08:13,1747.0,0.1808,11.15,25.42
EV6,M2210704065,2021-11-24 13:01:33,1820.0,0.1781,11.3,60.51
EV6,M2210704065,2021-11-24 17:33:11,1906.0,0.1791,13.1,39.49
EV6,M2210704065,2021-11-24 21:52:53,1931.0,0.184,11.1,44.1
EV6,M2210704065,2021-11-25 08:11:20,1954.0,0.1522,13.94,24.0
EV6,M2210704065,2021-11-25 14:01:10,1980.0,0.1778,13.53,39.49
EV6,M2210704065,2021-11-25 17:16:57,2051.0,0.1915,13.47,30.12
EV6,M2210704065,2021-11-26 08:44:58,2081.0,0.1767,11.28,29.57
EV6,M2210704065,2021-11-26 14:07:55,2114.0,0.2185,11.93,19.55
EV6,M2210704065,2021-11-26 17:27:24,2137.0,0.25,10.87,17.37
EV6,M2210704065,2021-11-29 07:22:41,2178.0,0.2077,9.36,22.6
EV6,M2210704065,2021-11-29 11:53:20,2191.0,0.2,12.41,18.69
EV6,M2210704065,2021-11-29 17:15:29,2204.0,0.2308,12.37,18.56
EV6,M2210704065,2021-11-29 20:27:26,2229.0,0.1875,13.81,41.12
EV6,M2210704065,2021-11-30 08:56:24,2257.0,0.2074,12.45,15.92
EV6,M2210704065,2021-11-30 14:08:54,2282.0,0.225,11.48,28.03
EV6,M2210704065,2021-11-30 15:47:39,2295.0,0.2,11.23,25.7
EV6,M2210704065,2021-12-01 11:56:54,2348.0,0.2308,10.36,36.55
EV6,M2210704065,2021-12-01 13:48:54,2375.0,0.2296,8.44,34.83
EV6,M2210704065,2021-12-01 18:09:18,2411.0,0.22,6.02,19.27
EV6,M2210704065,2021-12-02 08:11:03,2442.0,0.1577,8.54,25.17
EV6,M2210704065,2021-12-02 12:41:42,2499.0,0.214,9.48,30.93
EV6,M2210704065,2021-12-02 14:12:51,2529.0,0.2,8.8,57.02
EV6,M2210704065,2021-12-02 18:50:28,2564.0,0.2057,9.5,16.08
EV6,M2210704065,2021-12-03 08:35:26,2594.0,0.1433,12.65,30.07
EV6,M2210704065,2021-12-03 12:23:48,2613.0,0.2467,11.19,26.59
EV6,M2210704065,2021-12-03 18:57:54,2643.0,0.2833,7.05,18.61
EV6,M2210704065,2021-12-04 09:37:31,2660.0,0.2235,6.74,23.7
EV6,M2210704065,2021-12-04 15:44:06,2675.0,0.24,10.46,13.97
EV6,M2210704065,2021-12-06 08:11:53,2702.0,0.2148,9.09,20.32
EV6,M2210704065,2021-12-06 12:31:33,2748.0,0.187,11.33,41.89
EV6,M2210704065,2021-12-06 16:51:29,2780.0,0.192,21.5,28.38
EV6,M2210704065,2021-12-07 07:52:33,2806.0,0.1692,10.1,27.01
EV6,M2210704065,2021-12-07 13:27:31,2847.0,0.1707,11.75,19.72
EV6,M2210704065,2021-12-07 15:07:35,2865.0,0.1778,12.86,35.18
EV6,M2210704065,2021-12-08 08:26:41,2892.0,0.2259,9.39,21.31
EV6,M2210704065,2021-12-08 13:37:18,2908.0,0.2231,12.02,28.18
EV6,M2210704065,2021-12-08 16:06:08,2929.0,0.1905,12.56,17.48
EV6,M2210704065,2021-12-08 19:52:23,2954.0,0.188,12.42,24.82
EV6,M2210704072,2021-11-19 15:12:16,1416.0,0.2618,18.32,63.38
EV6,M2210704072,2021-11-19 17:50:23,1566.0,0.2447,25.15,73.22
EV6,M2210704072,2021-11-20 12:21:49,1592.0,0.2231,14.0,39.93
EV6,M2210704072,2021-11-20 14:12:12,1625.0,0.2424,16.15,27.09
EV6,M2210704072,2021-11-21 13:14:15,1666.0,0.1725,13.38,43.09
EV6,M2210704072,2021-11-21 15:23:57,1790.0,0.2726,17.0,79.83
EV6,M2210704072,2021-11-21 19:35:49,2015.0,0.2143,21.89,64.42
EV6,M2210704072,2021-11-22 08:56:47,2028.0,0.2846,8.2,23.99
EV6,M2210704072,2021-11-22 17:17:00,2041.0,0.2692,9.66,23.04
EV6,M2210704072,2021-11-23 08:59:03,2054.0,0.3615,1.67,19.66
EV6,M2210704072,2021-11-23 19:14:12,2067.0,0.2846,9.29,21.85
EV6,M2210704072,2021-11-24 09:13:02,2080.0,0.3462,2.87,19.49
EV6,M2210704072,2021-11-24 17:39:59,2092.0,0.275,9.72,20.56
EV6,M2210704072,2021-11-26 14:50:59,2292.0,0.2385,8.04,79.43
EV6,M2210704072,2021-11-26 17:55:02,2443.0,0.2364,20.65,64.45
EV6,M2210704072,2021-11-27 15:50:03,2491.0,0.2438,9.49,35.99
EV6,M2210704072,2021-11-28 15:14:54,2538.0,0.1809,9.89,43.38
EV6,M2210704072,2021-11-28 18:16:48,2668.0,0.2886,13.93,86.77
EV6,M2210704072,2021-11-28 21:39:02,2886.0,0.2674,20.54,82.38
EV6,M2210704072,2021-11-29 09:21:47,2899.0,0.2692,6.98,31.39
EV6,M2210704072,2021-11-29 17:38:00,2912.0,0.2538,15.41,21.06
EV6,M2210704072,2021-11-30 09:44:50,2928.0,0.325,9.11,14.05
EV6,M2210704072,2021-11-30 16:41:49,2946.0,0.25,12.13,26.34
EV6,M2210704072,2021-12-03 16:10:25,3266.0,0.2365,9.68,74.82
EV6,M2210704072,2021-12-03 18:45:08,3343.0,0.2532,20.96,48.85
EV6,M2210704072,2021-12-04 14:33:57,3367.0,0.2625,7.28,50.23
EV6,M2210704072,2021-12-04 17:12:45,3402.0,0.2265,9.2,35.65
EV6,M2210704072,2021-12-05 13:50:45,3433.0,0.1516,5.36,26.74
EV6,M2210704072,2021-12-05 16:14:33,3554.0,0.2777,10.81,67.91
EV6,M2210704072,2021-12-05 20:11:40,3784.0,0.237,17.54,71.14
EV6,M2210704072,2021-12-06 09:32:09,3797.0,0.2846,3.17,26.13
EV6,M2210704072,2021-12-06 19:21:59,3810.0,0.2385,6.55,21.07
EV6,M2210704072,2021-12-07 10:36:42,3823.0,0.2692,3.64,28.23
EV6,M2210704072,2021-12-07 16:58:32,3836.0,0.2154,10.71,28.18
EV6,M2210704073,2021-11-18 19:02:25,276.0,0.2909,15.71,12.56
EV6,M2210704073,2021-11-19 08:25:53,290.0,0.2308,13.53,19.91
EV6,M2210704073,2021-11-19 19:32:48,301.0,0.3091,16.91,14.77
EV6,M2210704073,2021-11-20 12:22:18,319.0,0.2,14.5,27.68
EV6,M2210704073,2021-11-20 14:37:37,351.0,0.2094,14.88,35.22
EV6,M2210704073,2021-11-20 18:50:00,382.0,0.2065,15.29,27.57
EV6,M2210704073,2021-11-20 22:27:58,398.0,0.225,14.35,39.34
EV6,M2210704073,2021-11-21 12:36:44,410.0,0.275,12.93,22.37
EV6,M2210704073,2021-11-21 21:48:40,434.0,0.2375,16.98,30.08
EV6,M2210704073,2021-11-22 07:42:43,463.0,0.2621,7.64,33.87
EV6,M2210704073,2021-11-22 15:17:40,492.0,0.2438,8.28,21.09
EV6,M2210704073,2021-11-22 19:29:22,504.0,0.25,12.03,19.45
EV6,M2210704073,2021-11-23 10:09:15,523.0,0.2444,5.51,20.25
EV6,M2210704073,2021-11-23 12:07:07,540.0,0.2706,6.72,21.32
EV6,M2210704073,2021-11-23 21:43:44,575.0,0.24,8.62,30.49
EV6,M2210704073,2021-11-24 08:45:10,587.0,0.3667,4.36,15.65
EV6,M2210704073,2021-11-24 18:55:43,600.0,0.3167,9.92,14.44
EV6,M2210704073,2021-11-25 11:05:22,624.0,0.2333,8.94,19.91
EV6,M2210704073,2021-11-26 08:54:40,638.0,0.3231,6.38,16.82
EV6,M2210704073,2021-11-26 19:55:03,650.0,0.2833,11.36,15.68
EV6,M2210704073,2021-11-27 12:44:37,704.0,0.2407,6.48,21.19
EV6,M2210704073,2021-11-27 17:40:03,742.0,0.2152,9.93,26.87
EV6,M2210704073,2021-11-27 22:07:43,758.0,0.2312,9.26,39.16
EV6,M2210704073,2021-11-28 14:51:52,771.0,0.2769,7.41,7.32
EV6,M2210704073,2021-11-28 15:55:04,787.0,0.1875,9.53,40.25
EV6,M2210704073,2021-11-28 22:08:36,802.0,0.2467,9.57,35.04
EV6,M2210704073,2021-11-29 09:00:02,815.0,0.3154,7.5,15.59
EV6,M2210704073,2021-11-29 14:57:03,825.0,0.3,12.91,21.94
EV6,M2210704073,2021-11-29 16:02:49,837.0,0.2,13.2,27.87
EV6,M2210704073,2021-11-29 19:37:45,848.0,0.2636,14.81,14.96
EV6,M2210704073,2021-11-30 10:24:03,868.0,0.2737,12.68,14.76
EV6,M2210704073,2021-11-30 14:23:25,896.0,0.2464,13.24,13.86
EV6,M2210704073,2021-11-30 17:31:10,908.0,0.3167,10.46,9.33
EV6,M2210704073,2021-12-01 08:46:04,921.0,0.4154,2.92,16.02
EV6,M2210704073,2021-12-01 19:41:20,933.0,0.325,10.09,14.35
EV6,M2210704073,2021-12-02 08:46:23,946.0,0.3846,3.89,16.94
EV6,M2210704073,2021-12-02 19:21:56,957.0,0.3455,10.79,14.49
EV6,M2210704073,2021-12-03 10:55:29,970.0,0.2727,5.4,20.3
EV6,M2210704073,2021-12-03 20:52:51,982.0,0.3,11.54,18.38
EV6,M2210704073,2021-12-04 13:23:03,995.0,0.1923,3.97,10.87
EV6,M2210704073,2021-12-04 22:28:34,1024.0,0.2125,11.24,32.9
EV6,M2210704073,2021-12-06 10:07:20,1047.0,0.3087,3.7,14.75
EV6,M2210704073,2021-12-06 11:23:47,1066.0,0.2333,6.05,25.5
EV6,M2210704073,2021-12-06 16:05:56,1093.0,0.2238,12.15,19.07
EV6,M2210704073,2021-12-06 19:36:15,1105.0,0.2667,12.6,18.86
EV6,M2210704073,2021-12-07 07:44:50,1117.0,0.3,7.62,19.36
EV6,M2210704073,2021-12-07 19:43:55,1129.0,0.3182,10.89,16.42
EV6,M2210704073,2021-12-08 08:43:33,1142.0,0.3385,7.04,17.2
EV6,M2210704073,2021-12-08 19:11:35,1154.0,0.2917,12.23,15.18
EV6,M2210704074,2021-11-18 19:06:47,3108.0,0.22,16.28,13.2
EV6,M2210704074,2021-11-18 21:35:32,3159.0,0.2098,16.6,55.1
EV6,M2210704074,2021-11-19 11:18:32,3207.0,0.2104,14.14,29.8
EV6,M2210704074,2021-11-19 15:01:10,3249.0,0.1788,17.12,30.17
EV6,M2210704074,2021-11-19 17:10:36,3268.0,0.2368,17.41,24.76
EV6,M2210704074,2021-11-20 09:53:05,3327.0,0.214,11.24,40.49
EV6,M2210704074,2021-11-20 16:29:05,3378.0,0.1787,23.59,21.39
EV6,M2210704074,2021-11-21 04:22:36,3413.0,0.2206,13.03,53.78
EV6,M2210704074,2021-11-21 09:44:01,3461.0,0.2563,12.97,57.01
EV6,M2210704074,2021-11-21 12:06:34,3474.0,0.3154,13.95,15.54
EV6,M2210704074,2021-11-21 16:27:26,3526.0,0.1962,15.21,37.64
EV6,M2210704074,2021-11-22 12:18:29,3543.0,0.2385,9.42,9.11
EV6,M2210704074,2021-11-23 09:41:57,3608.0,0.2708,3.09,29.88
EV6,M2210704074,2021-11-23 19:30:56,3669.0,0.2623,6.81,20.94
EV6,M2210704074,2021-11-24 09:20:15,3689.0,0.24,10.63,24.97
EV6,M2210704074,2021-11-24 12:14:19,3730.0,0.26,26.54,10.73
EV6,M2210704074,2021-11-24 20:10:20,3785.0,0.2057,15.06,33.93
EV6,M2210704074,2021-11-25 10:00:41,3835.0,0.236,8.56,29.14
EV6,M2210704074,2021-11-25 20:56:02,3896.0,0.1961,13.95,31.89
EV6,M2210704074,2021-11-26 11:20:46,3953.0,0.2393,6.41,21.47
EV6,M2210704074,2021-11-26 16:47:37,4136.0,0.1913,10.05,43.27
EV6,M2210704074,2021-11-27 12:26:12,4195.0,0.2414,4.81,22.77
EV6,M2210704074,2021-11-27 19:16:10,4252.0,0.1815,20.0,21.1
EV6,M2210704074,2021-11-28 13:17:10,4327.0,0.232,6.77,26.07
EV6,M2210704074,2021-11-28 15:57:10,4398.0,0.1985,11.58,30.36
EV6,M2210704074,2021-11-29 17:01:41,4428.0,0.25,10.56,11.38
EV6,M2210704074,2021-11-30 11:00:16,4477.0,0.2306,9.9,23.95
EV6,M2210704074,2021-11-30 18:07:11,4542.0,0.2415,14.32,29.48
EV6,M2210704074,2021-12-01 13:19:40,4561.0,0.28,2.18,8.86
EV6,M2210704074,2021-12-01 16:01:09,4572.0,0.3455,3.63,9.26
EV6,M2210704074,2021-12-02 16:47:55,4592.0,0.3273,3.35,22.75
EV6,M2210704074,2021-12-03 10:38:13,4610.0,0.2583,3.82,30.19
EV6,M2210704074,2021-12-03 12:26:00,4670.0,0.18,4.97,53.18
EV6,M2210704074,2021-12-03 14:35:33,4731.0,0.2,6.55,51.16
EV6,M2210704074,2021-12-04 13:14:53,4795.0,0.2,5.44,25.28
EV6,M2210704074,2021-12-04 18:49:41,4845.0,0.2109,7.88,34.99
EV6,M2210704074,2021-12-05 07:18:26,4914.0,0.2362,2.33,70.13
EV6,M2210704074,2021-12-05 15:14:02,4984.0,0.1857,6.08,60.24
EV6,M2210704074,2021-12-06 10:18:11,5035.0,0.254,3.0,24.31
EV6,M2210704074,2021-12-06 14:50:09,5078.0,0.2025,23.23,20.32
EV6,M2210704074,2021-12-06 17:17:42,5094.0,0.2312,18.32,24.19
EV6,M2210704074,2021-12-07 12:12:18,5135.0,0.215,7.57,21.45
EV6,M2210704074,2021-12-07 13:12:06,5145.0,0.23,9.53,27.05
EV6,M2210704074,2021-12-07 16:11:01,5161.0,0.2375,10.95,6.94
EV6,M2210704074,2021-12-08 09:48:15,5212.0,0.2437,5.88,30.9
EV6,M2210704074,2021-12-08 19:54:23,5283.0,0.2245,16.26,25.39
EV6,M2210704075,2021-11-19 21:59:56,336.0,0.3154,18.94,10.63
EV6,M2210704075,2021-11-20 20:47:25,407.0,0.2682,19.38,29.49
EV6,M2210704075,2021-11-20 23:06:20,473.0,0.2652,17.45,58.64
EV6,M2210704075,2021-11-21 12:33:49,490.0,0.2727,18.3,14.95
EV6,M2210704075,2021-11-22 21:18:35,561.0,0.33,13.17,10.57
EV6,M2210704075,2021-11-24 21:11:41,734.0,0.2518,15.15,30.04
EV6,M2210704075,2021-11-26 22:00:03,822.0,0.3214,15.0,11.54
EV6,M2210704075,2021-12-02 16:30:39,908.0,0.2704,14.25,21.26
EV6,M2210704075,2021-12-05 19:19:30,944.0,0.2417,16.03,19.05
EV6,M2210704075,2021-12-07 11:46:05,985.0,0.2926,14.78,9.87
EV6,M2210704075,2021-12-07 15:29:46,1022.0,0.2838,14.72,13.84
EV6,M2210704075,2021-12-08 14:54:48,1122.0,0.308,14.31,13.25
EV6,M2210704076,2021-11-21 14:20:22,111.0,0.2545,15.99,26.04
EV6,M2210704076,2021-11-24 10:08:48,146.0,0.2667,10.58,16.68
EV6,M2210704076,2021-11-25 18:47:54,162.0,0.2667,13.05,22.12
EV6,M2210704076,2021-11-26 10:48:42,184.0,0.2045,12.31,19.57
EV6,M2210704076,2021-11-27 11:52:09,219.0,0.2419,14.5,33.39
EV6,M2210704076,2021-11-28 13:41:19,235.0,0.225,13.02,33.49
EV6,M2210704076,2021-11-28 15:28:00,252.0,0.2588,13.37,28.03
EV6,M2210704076,2021-11-29 10:13:33,277.0,0.212,14.73,31.45
EV6,M2210704076,2021-11-29 12:26:42,301.0,0.2167,14.0,28.03
EV6,M2210704076,2021-11-30 16:30:45,311.0,0.29,16.34,10.72
EV6,M2210704076,2021-12-03 21:45:21,581.0,0.2055,7.95,52.63
EV6,M2210704076,2021-12-05 09:52:29,648.0,0.2313,4.75,77.11
EV6,M2210704076,2021-12-05 12:48:28,821.0,0.1566,19.37,76.85
EV6,M2210704077,2021-11-18 18:03:57,1251.0,0.2353,15.75,18.45
EV6,M2210704077,2021-11-18 20:58:32,1278.0,0.2074,16.25,23.52
EV6,M2210704077,2021-11-19 23:51:49,1292.0,0.2429,13.77,25.31
EV6,M2210704077,2021-11-20 05:47:40,1307.0,0.2133,15.55,29.74
EV6,M2210704077,2021-11-20 15:33:01,1336.0,0.2071,24.17,21.49
EV6,M2210704077,2021-11-20 19:54:42,1360.0,0.1833,18.8,38.9
EV6,M2210704077,2021-11-21 14:09:48,1375.0,0.2133,12.45,32.32
EV6,M2210704077,2021-11-21 20:02:18,1395.0,0.21,15.91,12.9
EV6,M2210704077,2021-11-22 21:28:45,1410.0,0.2214,16.89,28.78
EV6,M2210704077,2021-11-23 05:30:04,1433.0,0.22,14.63,38.27
EV6,M2210704077,2021-11-23 22:06:18,1447.0,0.2714,4.53,30.9
EV6,M2210704077,2021-11-24 05:35:17,1462.0,0.22,11.22,29.49
EV6,M2210704077,2021-11-24 23:30:36,1477.0,0.26,8.47,33.09
EV6,M2210704077,2021-11-25 05:53:03,1491.0,0.2643,13.03,37.06
EV6,M2210704077,2021-11-25 22:28:50,1505.0,0.2286,8.19,32.29
EV6,M2210704077,2021-11-26 05:40:39,1520.0,0.2267,12.37,36.46
